Id,SalePrice
2751,228819.73682383177
128,199614.59361101539
1523,181495.8838384029
2925,192729.02114881942
2145,301744.087081112
1121,215735.51652443907
566,235623.0430512219
565,249651.18912502908
1331,134556.35913075553
2928,124947.70989134251
156,140308.974918974
797,123499.14581677283
327,93243.119293919
2859,143129.73237408535
1453,124399.00368190458
1762,350886.65722670336
1868,200169.11416375646
1760,178342.29033226756
1113,234143.06143256417
1812,193809.83758925696
117,152224.22418826475
1142,213259.64892111262
2342,431807.93979630724
927,146870.59565833234
2478,183708.2065391949
655,88306.9387475322
2064,127906.20113270752
369,281458.66882825247
2239,112689.37974754408
2732,211677.13589819882
1653,163822.64685408756
959,210208.93959846377
2395,352689.51866867056
1412,110775.00084777357
271,246412.94354839838
1484,146254.3020068361
1497,149016.89778965685
552,156371.8826517856
2,112668.79232274197
1855,316036.5394247902
4,273230.7692562852
2292,154069.9734403313
134,141234.41359704325
646,102705.23415426842
42,273872.74721423193
532,233981.38635364195
713,80176.98514028174
2561,138850.34445414014
2360,139254.1742384071
1333,122206.41563754938
1407,241655.77552134797
2892,324283.0838953302
574,206400.57080277818
1227,174615.9624920861
2591,219171.84941193243
1476,213084.96909932682
1125,254626.24167506702
1446,147681.88441242764
408,115528.77716923958
1101,291418.3125439549
2251,189424.82790482964
373,173321.4857775958
2554,136005.17309259332
2382,269348.78735869407
1985,90375.71024427883
519,234435.12816748008
1093,192728.2973309835
864,252044.47321631937
2889,145694.13318710224
2308,173346.41357647974
986,165200.33849825314
1302,143078.90410892817
585,151350.7403111378
2708,154564.19204838708
147,129573.42405413445
1441,231360.2282637803
383,182146.55849818198
285,142392.24316316738
181,106677.24336229972
358,191409.55904470754
780,164789.05400528028
258,184914.26748017204
1865,206909.90950292756
692,120062.41537778513
2902,341587.48164339556
508,242659.52360036733
2638,149831.0855281641
36,128869.31769959666
611,164923.09639596607
2281,147233.39388582186
1678,115154.28972967515
1696,503826.61616469035
1557,65199.37140461044
2180,151431.05553813247
1726,209735.4901512686
951,147303.05601641914
267,220152.6936765038
2706,137404.2244707696
2221,268604.77508464205
1357,168448.39151873658
2901,319653.58648709534
347,177048.99535155285
2164,194770.50970005905
1586,312783.4794097819
360,156867.77022635823
1769,254603.25370940348
2617,145016.31230829493
1879,140834.74521698646
991,237408.2046359538
1535,117779.84112749738
1191,142623.62919868753
1579,207169.89045752646
1882,150216.8308858956
1510,134071.31450123433
2196,155026.7508265851
1845,182464.76460178522
2336,404444.5976739278
942,90327.17425175125
861,132755.4036732916
2555,122906.16868321536
1392,154563.29677752603
2099,241751.16629099534
1543,115983.51226750365
948,281335.81793999247
1239,176782.364639246
22,181150.56550765302
2796,236043.6582412139
2747,181304.44607514425
92,283272.78263320785
210,169542.59423372414
1858,199233.46263007223
2228,153839.38958946266
447,215311.95398923216
827,237708.17613656103
1649,193306.06285244733
682,133901.73287823732
2698,105145.84076756061
494,169002.62452156862
214,64439.877100364996
2441,244979.1917964354
2679,106509.73464670512
1336,117332.15406544622
465,171926.34272520838
1524,137917.7291701647
2543,110272.7021082524
631,145218.71578844232
2452,307067.53604648076
228,150753.12046455123
126,171688.01100324473
1092,228218.41828371515
1122,202822.23456105666
932,219302.743326639
1980,87145.10917682042
2171,113846.46355828927
551,158749.29705901336
2768,179072.2587325609
2056,112722.71738578283
1159,377638.2312550896
2645,118792.3648787235
1174,171611.92593796755
2266,221001.07526262748
2462,423615.48068869597
1219,151136.08200552236
2922,177924.27675127608
118,136734.4266804515
474,164289.92922586942
2576,148780.99229449037
872,294677.04494943493
1077,208334.47527011635
1536,133150.84370581908
1150,118744.93834577265
2341,326165.47225560306
1931,158208.2506723784
2785,132021.43131081495
2538,128590.86138281802
597,194864.66707609402
464,181908.22853949855
233,249204.8042819584
2169,135798.50742507938
2123,173008.46248376096
1867,166933.25828613373
137,235613.9342731138
515,238992.44927226665
933,108250.04920983352
2784,156453.87144560294
972,156614.55978224
599,149758.6899365066
2614,133716.7751257883
2582,139799.0249260936
1409,158300.08963961626
175,98532.60292987475
352,224037.8607910418
976,97823.56710809065
2134,195685.70821759902
984,113616.279072712
2396,384514.4957319943
1673,139507.92235825642
404,116161.44511535273
607,157007.04884318975
814,138437.20002258738
868,191212.93657030351
2271,186116.56544761837
1633,240394.50071280848
337,159828.92363462315
2765,180668.07057359826
1746,272958.39395592903
368,309385.05505464226
2806,209773.90233219307
1662,184973.9469010729
1234,224324.36243205942
1373,125692.87865277615
1672,115699.31948895325
1939,122918.90521848555
